College,State,NAAC,Students,Course,Placement%,AvgSalaryLPA,Recruiters
Rastogi-Varkey College,TN,A,1899,B.Tech,50.18,18.22,Wipro
Sagar PLC College,WB,C,4670,B.Sc,61.06,6.39,Infosys
"Deshmukh, Sethi and Sethi College",UP,C,1689,B.Tech,77.33,8.35,Wipro
Rajagopalan Ltd College,Delhi,A,2487,MBA,92.47,14.73,Infosys
Mand-Chaudhuri College,KA,A,4164,MCA,74.71,10.66,Accenture
"Manda, Ramakrishnan and Khatri College",MH,C,3285,B.Tech,39.48,5.7,Wipro
"Verma, Misra and Koshy College",MH,C,3576,MCA,45.18,12.01,Accenture
Patel Group College,TN,C,706,B.Sc,40.14,7.91,TCS
"Mahal, Nayak and Mahal College",WB,C,1540,B.Sc,78.19,18.03,TCS
Buch and Sons College,TN,A,2223,MBA,59.82,3.87,Infosys
"Dey, Goyal and Doctor College",KA,C,1185,MBA,35.96,17.4,TCS
"Bhardwaj, Kibe and Ramachandran College",KA,B,3612,B.Sc,85.25,15.79,TCS
Dayal-Bansal College,WB,C,3047,B.Sc,97.71,5.08,EY
More and Sons College,TN,B,3102,B.Tech,83.14,8.86,TCS
"Choudhry, Issac and Majumdar College",WB,C,2192,B.Sc,84.1,10.85,Deloitte
Baral-Hari College,TN,B,4010,MCA,88.56,14.12,Accenture
"Thakur, Singhal and Bava College",MH,A,3979,B.Tech,40.57,7.2,EY
Bala LLC College,KA,C,4976,B.Sc,73.11,9.59,Accenture
Khalsa Group College,UP,B,3286,MCA,59.51,18.04,Accenture
Tripathi-Murty College,MH,C,3048,MCA,63.83,11.09,Infosys
Lata-Dey College,UP,B,4045,B.Tech,33.7,14.07,Deloitte
Sant LLC College,MH,A,4011,B.Tech,90.33,14.91,Accenture
Atwal LLC College,MH,B,1045,MBA,65.38,16.49,Infosys
"Kala, Pingle and Dayal College",WB,C,3569,MCA,40.54,14.94,Deloitte
Raval Ltd College,WB,B,2238,MCA,32.76,4.77,EY
Purohit-Pai College,Delhi,C,2446,B.Sc,79.21,3.65,Deloitte
"Pillay, Kapur and Nadig College",MH,B,746,B.Sc,52.71,13.82,EY
"Modi, Sarma and Hegde College",Delhi,A,4157,B.Sc,67.46,13.52,Deloitte
Chhabra-Dyal College,WB,C,2797,MCA,61.76,4.81,EY
Sura-Golla College,MH,B,3354,B.Tech,67.03,4.98,Deloitte
Rastogi Inc College,UP,C,4731,B.Tech,62.27,3.71,Wipro
Bhakta Ltd College,WB,B,2993,B.Tech,48.56,17.3,EY
Nagy PLC College,WB,A,2568,MCA,81.54,15.93,Wipro
Pandya PLC College,UP,C,4971,MBA,88.67,5.06,Wipro
Mody-Chander College,WB,A,1141,B.Tech,87,5.15,Accenture
Om Group College,Delhi,B,3188,B.Tech,81.67,4.42,TCS
Kulkarni-Loke College,UP,B,626,MCA,57.36,3.55,Wipro
"Srivastava, Kala and Varma College",MH,B,1459,B.Sc,57.41,6.63,Accenture
Agate-Koshy College,UP,B,2115,B.Sc,34.66,13.54,Wipro
Desai-Chaudhuri College,WB,B,1547,B.Tech,98.83,5.18,Accenture
Kothari Inc College,KA,B,3091,MBA,40.39,15.18,TCS
"Menon, Wason and Gopal College",UP,C,4416,B.Tech,82.98,4.4,Accenture
Ray Inc College,WB,C,1131,MBA,97.22,17.34,EY
Choudhary and Sons College,UP,A,1033,B.Tech,54.61,13.75,EY
Chana-Rajagopal College,UP,B,4436,MCA,85.16,3.2,EY
Devan Inc College,MH,A,4699,MCA,75.93,19.49,Wipro
"Bawa, Kalita and Kala College",WB,B,3968,B.Sc,69.98,6.98,TCS
Jaggi Group College,KA,B,702,MCA,86.19,8.71,Infosys
Seshadri-Upadhyay College,TN,B,4056,MCA,59.57,10.27,EY
Keer Ltd College,UP,C,2591,B.Sc,68.31,19.35,Infosys
Dani-Peri College,KA,C,2026,MCA,70.54,10.71,Deloitte
Din Group College,MH,B,1496,MBA,89.16,5.17,TCS
Tailor PLC College,MH,B,4259,MCA,60.98,19.69,TCS
"Balakrishnan, Loke and Sen College",MH,A,4745,MBA,75.08,14.47,Wipro
Palan Group College,Delhi,A,3058,MCA,68.31,7.32,EY
"Brar, Butala and Khosla College",KA,C,2337,MCA,41.83,10.95,Infosys
"Hari, Sharma and Vyas College",TN,A,2320,MBA,77.89,5.24,Infosys
"Panchal, Mann and Shan College",WB,B,2949,B.Tech,66.24,14.39,Wipro
Sule-Murthy College,Delhi,C,3311,B.Tech,70.48,7.4,TCS
"Nayar, Nanda and Rege College",WB,B,4220,B.Sc,63.68,15.74,Infosys
Narasimhan and Sons College,WB,C,3935,MCA,87.98,19.94,Wipro
Bawa and Sons College,UP,C,1575,B.Tech,86,8.17,EY
"Date, Bajwa and Basak College",UP,C,956,MBA,95.26,3.34,Infosys
Divan Ltd College,WB,A,2124,MCA,49.62,11.17,EY
"Bhatia, Sen and Bhat College",TN,A,4503,MCA,68.98,6.01,Wipro
Gill-Master College,UP,A,2601,B.Sc,80.74,4.15,Infosys
"Goswami, Gill and Misra College",UP,B,1244,MBA,68.45,7.54,TCS
Nori LLC College,UP,A,1180,MCA,55.57,13.74,TCS
Choudhry Ltd College,Delhi,C,1668,MCA,32.39,9.44,Wipro
Chaudhary-Nadkarni College,UP,A,3130,B.Tech,58.8,16.08,Accenture
"Sheth, Menon and Talwar College",KA,A,4218,B.Sc,77.81,13.31,Accenture
"Hari, Atwal and Sidhu College",UP,A,3355,MBA,60.25,13.79,Infosys
"Saxena, Kannan and Mander College",WB,B,2000,MCA,77.35,11.76,Deloitte
Wali and Sons College,Delhi,A,4967,MCA,67.01,6.77,TCS
"Badal, Madan and Shankar College",KA,A,1145,MCA,86.34,9.19,Accenture
Malhotra-Balasubramanian College,WB,B,2398,B.Sc,97.65,14.58,EY
"Ramachandran, Deshmukh and Thakur College",WB,A,4504,MBA,75.59,15.7,Infosys
Mital-Mangal College,UP,B,3183,MBA,48.72,12.89,Accenture
Prakash-Raju College,MH,A,4061,MCA,92.64,11.52,EY
Bakshi PLC College,KA,B,927,B.Tech,51.53,13.63,Wipro
Jha-Mukhopadhyay College,Delhi,B,3409,B.Sc,90.94,7.76,Deloitte
Anne-Parekh College,TN,A,1803,MCA,82.55,13.66,TCS
"Mitter, Prabhakar and Iyer College",TN,C,4584,B.Sc,91.1,8.57,EY
Narayan-Shanker College,Delhi,A,3284,B.Tech,38.55,8.14,Deloitte
"Arya, Sibal and Khatri College",TN,A,2132,B.Sc,96.05,3.96,EY
Wali and Sons College,MH,B,4208,B.Tech,90.89,13.51,Deloitte
Sampath Inc College,WB,C,3070,MBA,79.68,9.22,Deloitte
"Yogi, Modi and Sachdev College",TN,B,4331,B.Tech,32.87,13.53,TCS
Chopra Ltd College,KA,C,1433,MBA,86.22,13.23,Wipro
"Bhagat, Dalal and Bhavsar College",WB,B,4045,MBA,47.11,5.51,TCS
"Dhar, Borah and Lad College",Delhi,A,3261,B.Sc,86.7,13.7,Accenture
Behl-Mittal College,TN,B,887,MCA,34.06,8.36,TCS
Narayan LLC College,Delhi,B,4475,B.Sc,36.9,19.63,TCS
Lall Inc College,MH,B,1885,MCA,68.05,9.85,Wipro
Deo Inc College,Delhi,A,1606,B.Tech,97.7,10.74,Accenture
"Grover, Datta and Nigam College",UP,B,4177,MCA,40.87,10.7,Infosys
Thakkar-Sachdeva College,TN,C,3173,B.Tech,56.19,18.42,Deloitte
Dave-Ravel College,KA,C,4454,MBA,53.06,9.41,Deloitte
Thakkar Ltd College,WB,A,3843,B.Tech,92.57,6.44,Accenture
Dutta and Sons College,WB,A,1840,B.Sc,83.8,14.02,EY
"Sekhon, Bail and Maharaj College",MH,C,4715,MBA,38.23,5.98,Wipro
Master-Modi College,WB,C,1252,B.Tech,50.37,4.8,Wipro
"Dugar, Khatri and Mitra College",MH,A,4018,MCA,43.56,11.41,TCS
Modi-Kala College,KA,C,2682,MCA,85.53,12.11,EY
"Sathe, Palla and Sood College",Delhi,B,1775,MCA,62.8,7.99,Infosys
Aggarwal-Sekhon College,Delhi,B,1234,MCA,99.69,6.4,Wipro
Lad Ltd College,TN,C,4886,B.Tech,84.89,16.26,Accenture
Merchant PLC College,UP,B,3461,MBA,85.67,16.31,Accenture
"Pall, Acharya and Shenoy College",UP,B,4552,MCA,93.65,3.54,Infosys
Parekh Inc College,UP,C,846,B.Sc,55.86,11.58,Deloitte
Mittal-Raghavan College,MH,A,4621,MCA,81.21,11.54,Deloitte
Dara-Sengupta College,UP,A,3392,MCA,45.03,3.45,Wipro
Sachdeva Inc College,Delhi,A,733,B.Sc,43.35,10.99,Wipro
Subramaniam-Sen College,WB,B,4719,B.Sc,99.3,17.43,Accenture
Vyas-Handa College,Delhi,B,3884,B.Sc,36.23,8.39,TCS
Baral-Varkey College,UP,C,1071,MCA,30.95,15.1,EY
Kalla-Bhavsar College,Delhi,B,2770,B.Tech,74.38,7.51,TCS
Rau Ltd College,KA,A,2477,B.Tech,58.59,10.97,Wipro
Dewan-Pillay College,TN,C,2092,B.Tech,81.27,16.59,Accenture
"Kunda, Sibal and Talwar College",MH,C,4461,B.Tech,57.19,10.62,Infosys
"Kashyap, Grewal and Patel College",KA,A,2662,MCA,95.15,7.59,Wipro
Divan Inc College,WB,B,3013,MCA,69.42,8.18,Infosys
Prasad-Soni College,KA,C,2611,MBA,59.18,7.42,Wipro
Mammen and Sons College,KA,A,3860,MBA,89.67,19.88,Deloitte
"Balasubramanian, Varghese and Issac College",Delhi,B,4932,B.Tech,35.69,17.4,TCS
Sachdev-Baral College,TN,A,3752,MCA,55.29,8.62,Infosys
Mani PLC College,Delhi,C,1470,B.Tech,53.42,13.03,Accenture
"Majumdar, Dubey and Singh College",Delhi,C,1933,B.Tech,46.32,12.46,TCS
Garg-Seshadri College,WB,A,640,B.Tech,65.86,5.83,Deloitte
"Lal, Boase and Bali College",WB,A,1608,MBA,90.83,3.73,TCS
Keer Ltd College,Delhi,B,3571,MCA,57.23,15.05,Deloitte
Issac-Date College,Delhi,A,605,B.Tech,41.28,4.83,Infosys
Sagar-Sood College,UP,C,2159,B.Sc,34.83,6.93,EY
Mistry Inc College,TN,C,3429,B.Tech,97.6,4.48,Accenture
"Tella, Behl and Kumar College",KA,B,2125,B.Sc,90.83,10.87,Accenture
"Mistry, Narang and Joshi College",WB,A,4308,B.Sc,77.51,17.33,Wipro
"Doshi, Sharaf and Varma College",TN,C,3692,MBA,46.79,12.26,Accenture
Bassi Group College,MH,B,950,MCA,69.11,9.79,EY
Bhatt Inc College,Delhi,C,3471,MBA,42.74,16.05,TCS
"Keer, Varughese and Tailor College",UP,B,3931,MBA,88.45,7.54,Infosys
Vaidya-Dube College,UP,C,2119,B.Tech,32.18,3.53,Deloitte
"Vaidya, Chacko and Baral College",UP,B,3953,MBA,56.55,15.67,Infosys
Tailor Ltd College,UP,B,3184,B.Tech,88.14,5.1,Wipro
Dugar Inc College,MH,B,1097,MBA,59.67,5.3,EY
Kannan-Shenoy College,MH,B,2375,B.Tech,81.84,7.14,TCS
"Dixit, Lad and Sinha College",WB,A,1372,B.Sc,85.43,9.44,TCS
"Dhingra, Aggarwal and Badami College",WB,C,2321,MCA,86.96,18.49,TCS
Ghosh-Korpal College,UP,A,3122,MBA,66.5,7.43,TCS
Chadha Inc College,WB,A,3418,B.Tech,83.47,8.5,Wipro
Rao-Wadhwa College,UP,A,1642,MBA,56.4,8.93,Wipro
"Sahota, Tara and Nagy College",KA,A,3716,MBA,45.32,12.21,EY
"Wadhwa, Varma and Aggarwal College",WB,B,3375,MCA,37.45,10.44,Accenture
Rau-Bir College,MH,B,4931,B.Sc,46.32,5.72,TCS
Chand-Devan College,WB,C,1701,MCA,97.07,13.48,TCS
Vig and Sons College,UP,A,4720,B.Sc,98.42,3.12,Wipro
Ranganathan-Rastogi College,TN,A,1418,B.Tech,36.72,18.59,Wipro
"Dutt, Rau and Mukherjee College",MH,A,3514,MBA,92.98,4.22,Deloitte
Murty Inc College,UP,C,1061,MCA,76.41,8.92,TCS
"Patel, Ghose and Chowdhury College",WB,B,1391,B.Sc,37.34,18.54,Infosys
"Chakraborty, Mane and Malhotra College",KA,B,845,B.Tech,71.09,5.32,Deloitte
Dash LLC College,MH,A,4633,MCA,64.26,19.54,Deloitte
Yohannan Group College,MH,B,1837,MCA,58.69,15.17,Infosys
Edwin-Ravi College,Delhi,A,3399,MBA,67.18,13.49,Accenture
Mittal Inc College,KA,B,1173,MBA,82.73,15.88,EY
Oommen-Oak College,KA,B,1850,B.Sc,91.04,6.53,TCS
Hayer and Sons College,TN,A,1702,B.Tech,32.32,7.14,TCS
"Mukhopadhyay, Behl and Rama College",KA,A,4493,B.Sc,95.73,11.43,TCS
Dey-Trivedi College,UP,B,3006,B.Tech,87.56,18.5,TCS
"Sarkar, Sidhu and Badal College",Delhi,A,3253,B.Sc,33.06,11.35,Accenture
Khosla-Srinivasan College,KA,C,3642,B.Tech,96.34,15.73,Deloitte
"Vasa, Borra and Boase College",WB,A,1594,MCA,90.02,11.37,Deloitte
Batra and Sons College,Delhi,C,2580,B.Sc,76.29,17.73,Accenture
Ram Inc College,KA,A,2818,MBA,98.01,12.38,Accenture
Divan-Atwal College,WB,B,1272,B.Tech,75,11.73,EY
"Raju, More and Palan College",MH,B,710,MBA,69.68,11.02,Deloitte
"Hans, Parsa and Sehgal College",WB,A,2940,B.Sc,42.29,9.78,Infosys
"Choudhury, Kulkarni and Gade College",WB,C,2784,B.Sc,61.79,11.79,TCS
"Borde, Saran and Biswas College",WB,C,4317,MBA,69.99,6.13,TCS
Vig LLC College,KA,B,4777,B.Tech,42.02,14.93,Accenture
"Sehgal, Koshy and De College",KA,C,4514,MBA,96.36,11.3,EY
"Dash, Chandran and Shukla College",WB,A,548,B.Sc,40.22,19.29,Infosys
"Kannan, Chauhan and Thaman College",TN,B,4110,B.Sc,96.96,13.88,TCS
Jhaveri Inc College,KA,A,3843,MBA,80.19,17.59,EY
"Dewan, Jaggi and Nadig College",WB,A,3786,MBA,44.04,7.15,Wipro
Ghose-Shah College,Delhi,C,4064,MBA,33.58,11.55,Infosys
Mandal and Sons College,UP,A,3848,B.Tech,42.98,16.98,Deloitte
Sood-Nazareth College,Delhi,A,1758,B.Sc,63.85,9.42,Deloitte
"Handa, Balakrishnan and Rai College",TN,A,3065,B.Sc,83.19,8.52,TCS
Dash Group College,TN,A,2718,MBA,68.11,16.27,EY
Mitter-Bhatia College,MH,B,1965,B.Tech,33.42,18.82,Deloitte
Prabhu-Badami College,MH,A,4552,MBA,61.72,17.56,Infosys
"Dua, Mahajan and Krishnan College",WB,B,714,MBA,99.32,17.42,TCS
Sangha-Chakrabarti College,UP,C,3171,MBA,41.55,14.97,Infosys
Basu PLC College,TN,C,4265,B.Sc,59.27,12.22,Accenture
Puri Ltd College,KA,C,3746,B.Sc,66.46,16.35,Wipro
Pal-Kapadia College,KA,A,2878,B.Tech,73.42,11.86,Accenture
Suri-Ranganathan College,WB,B,4549,B.Sc,60.67,13.95,TCS
Borah and Sons College,TN,A,4947,MBA,65.23,12.06,EY
"Bhargava, Kumer and Chanda College",KA,C,2485,B.Sc,36.5,7,Deloitte
Ganesan LLC College,KA,C,2589,B.Tech,38.79,13.6,Accenture
Bhavsar-Kurian College,MH,C,4897,B.Sc,54.13,6.33,Infosys
Nagi-Date College,TN,C,3304,B.Tech,68.44,18.84,Wipro
"Ravi, Kamdar and Kant College",KA,A,3656,MBA,48.58,14.88,EY
"Pandey, Banerjee and Narang College",UP,C,3529,B.Sc,98.17,4.97,EY
"Malhotra, Sandal and Borra College",UP,C,3753,B.Tech,68.64,4.06,Wipro
"Chana, Nanda and Singh College",UP,C,4194,MCA,77.44,3.39,Wipro
"Sharma, Sangha and Soman College",MH,C,4708,B.Tech,58.21,11.85,Wipro
Sha-Gokhale College,MH,C,4957,B.Sc,95.48,18.03,Wipro
Guha-Saini College,KA,C,2594,B.Tech,89.48,16.27,Accenture
Sundaram Group College,MH,B,4600,MBA,56.33,13.68,TCS
Pandya and Sons College,KA,B,3602,MBA,84.73,6.03,EY
Suri Inc College,TN,A,3876,B.Sc,61.76,12.46,EY
Koshy LLC College,KA,B,1241,MBA,49.96,10.18,EY
"Karan, Dube and Menon College",Delhi,B,1357,MBA,63.38,13.18,TCS
Vala Inc College,TN,A,882,B.Tech,90.04,14.73,TCS
Deo Inc College,MH,B,4348,B.Sc,89.18,13.74,TCS
Bail PLC College,WB,A,4373,MCA,35.41,13.31,Accenture
Sha Group College,UP,C,2161,MCA,73.43,5.82,Infosys
Grewal-Manne College,WB,C,1328,B.Tech,66.96,6.84,Accenture
Bandi-Tiwari College,WB,A,3777,B.Sc,57.67,9.23,TCS
Vora Group College,UP,A,3748,B.Tech,44.54,13.5,TCS
Sandal Group College,WB,C,2158,B.Sc,76.64,12.53,Accenture
Dube-Pillay College,WB,C,2496,B.Tech,79.39,8.8,Wipro
Pillai Inc College,TN,B,3888,MBA,85.23,6.25,Deloitte
"Lal, Bhandari and Chana College",MH,A,750,B.Tech,96.23,15.49,Wipro
Tella LLC College,WB,A,937,MBA,94.15,18.64,Accenture
"Dutt, Gour and Deol College",TN,C,2273,B.Tech,78.73,18.83,Accenture
"Anne, Choudhary and Bains College",Delhi,C,1802,MCA,48.4,3.97,EY
Chawla-Patla College,Delhi,A,1218,MBA,46.52,19.46,Accenture
Hora-Sastry College,TN,C,2073,MBA,76.45,19.19,Wipro
Misra LLC College,UP,B,1848,MBA,39.78,17.23,Infosys
Chanda Ltd College,WB,A,3044,MCA,70.26,19.02,Infosys
"Nanda, Sangha and Mukherjee College",WB,B,3834,MCA,30.05,5.07,EY
Nori-Rao College,UP,A,1925,MCA,69.57,15.86,Deloitte
"Grover, Modi and Saxena College",WB,B,4815,MBA,60.83,8.75,Wipro
Bath Ltd College,KA,B,3221,MCA,45.32,9.78,Wipro
Sibal-Deshmukh College,MH,C,2746,MBA,90.14,18.63,TCS
Bal-Batta College,UP,A,696,B.Sc,73.83,12.93,Wipro
Pillay Group College,WB,A,1663,B.Tech,91.53,7.26,TCS
"Agate, Luthra and Bhavsar College",UP,B,1306,B.Sc,76.14,13.55,TCS
Goda-Bansal College,UP,A,4297,B.Tech,72.16,3.81,Accenture
Vohra-Rana College,MH,A,1051,MBA,83.77,19.47,TCS
Rastogi-Barman College,WB,A,2667,B.Tech,70.78,11.55,Deloitte
Dugar and Sons College,KA,C,2390,MCA,81,17.13,TCS
Sandal-Uppal College,MH,C,3682,B.Tech,44.31,5.13,TCS
Raja-Vig College,Delhi,C,2199,B.Tech,74.2,3.37,EY
"Mitra, Viswanathan and Gera College",TN,A,760,MBA,75.24,10.11,Deloitte
Bhardwaj Inc College,UP,B,3354,B.Sc,81.54,9.81,Infosys
"Toor, Upadhyay and Chopra College",TN,B,2807,MBA,80.65,11.26,Accenture
Dixit PLC College,UP,C,4617,B.Tech,98.51,15.52,Infosys
"Bains, Sharma and Sachar College",Delhi,C,1288,MCA,33.89,7.9,TCS
Lal Group College,WB,A,2802,MBA,86.72,17.22,TCS
Yadav PLC College,MH,C,3812,MCA,53.25,15.59,TCS
Gala Group College,WB,A,3768,B.Sc,77.82,16.09,Infosys
Misra-Dani College,MH,A,2844,B.Sc,60.06,15.94,TCS
"Kannan, Garde and Nayak College",UP,B,1206,MCA,74.25,13.05,Infosys
"Som, More and Chaudry College",KA,A,646,B.Tech,37.36,12.69,EY
"Mammen, Mahal and Pal College",Delhi,A,2038,B.Tech,79.08,12.33,EY
"Sharma, Koshy and Nayak College",KA,B,3468,B.Tech,56.49,13.52,EY
"Gala, Muni and Lala College",TN,B,1079,B.Sc,35.4,7.26,Accenture
Varkey Inc College,MH,C,4665,MBA,64.1,9.17,Wipro
Dutt-Aurora College,TN,C,3044,MCA,74.62,18.93,EY
"Nath, Sinha and Walla College",WB,C,2524,MBA,48.51,6.63,Accenture
"Rao, Shan and Rastogi College",UP,A,4834,MCA,42.59,19.07,Accenture
Trivedi Ltd College,MH,A,2890,MBA,72.27,19.02,Wipro
"Bumb, Khatri and Kade College",KA,A,1337,MBA,70.1,16.85,EY
"Borra, Saini and Gupta College",TN,C,4094,B.Sc,88.92,11.73,Wipro
"Bumb, Mandal and Shankar College",WB,C,2734,B.Tech,35.98,15.18,Infosys
"Patil, Bumb and Sama College",UP,A,2486,B.Sc,88.83,7.88,TCS
Bhardwaj Inc College,KA,B,2562,MBA,53.09,13.65,Infosys
Viswanathan Group College,TN,B,622,B.Tech,72.61,12.28,Infosys
Lata-Raghavan College,KA,A,3240,B.Tech,47.41,10.1,EY
Parsa-Prasad College,TN,B,3395,B.Tech,81.99,12.31,Deloitte
Chacko Ltd College,MH,C,2857,MBA,80.4,17.13,TCS
"Kant, Dutta and Bhargava College",KA,B,2376,B.Sc,79.14,18.12,TCS
Savant-Chand College,UP,C,4689,MBA,45.91,8.25,Accenture
"Palla, Srinivas and Srinivas College",Delhi,A,1631,B.Sc,42,8.21,TCS
Sunder-Dada College,TN,C,4314,B.Tech,90.63,14.95,Deloitte
Modi-Doctor College,Delhi,C,2552,MCA,30.34,15.16,TCS
"Toor, Chhabra and Hari College",KA,B,3526,B.Sc,62.24,8.55,EY
Kapoor-Banerjee College,UP,A,2915,B.Tech,48.22,12.61,EY
Bahri and Sons College,Delhi,B,3511,B.Tech,31.19,11.84,Deloitte
Sarraf-Mitra College,WB,B,3980,B.Tech,31.93,4.04,EY
Karpe-Char College,Delhi,C,2371,B.Sc,36.11,3.62,Deloitte
Varughese and Sons College,Delhi,A,1803,B.Tech,36.95,11.69,Accenture
"Singh, Dalal and Kalita College",MH,C,2690,MBA,44.65,8.91,EY
Wali-Natt College,UP,C,3269,B.Tech,39.34,6.84,Deloitte
"Narayanan, Loke and Lal College",TN,B,3164,B.Sc,43.16,3.91,TCS
"Brar, Natarajan and Wali College",MH,C,3984,MBA,68.89,11.45,EY
Nair-Bajwa College,UP,A,687,B.Tech,88.67,13.93,Infosys
Yohannan Inc College,UP,A,3591,MBA,95.65,3.39,Wipro
Acharya LLC College,KA,C,4958,B.Sc,70.02,5.78,Wipro
Rajan Group College,KA,C,2438,B.Tech,78.62,18.17,EY
Keer Group College,Delhi,B,1165,MCA,57.35,15.54,Deloitte
"Om, Kurian and Mand College",UP,A,4007,B.Tech,91.91,13.04,Accenture
Sarma Inc College,UP,C,1935,B.Sc,31.91,6.45,EY
Sinha-Sarin College,Delhi,B,1659,B.Sc,68.31,19.31,Deloitte
Sen-Rau College,KA,C,3012,MBA,32.64,6.96,TCS
Baria LLC College,WB,A,692,MBA,80.76,9.34,Accenture
Nadig Ltd College,TN,B,3213,MCA,31.11,3.9,Accenture
Seshadri Ltd College,Delhi,C,1153,MCA,87.69,8.11,Wipro
Krishna-Chaudhuri College,WB,B,2374,MCA,76.09,17.36,Deloitte
Mall Ltd College,WB,C,2928,MCA,86.62,8.77,Wipro
Sant Group College,UP,B,1808,B.Tech,76.42,17.09,EY
Behl Ltd College,Delhi,C,899,B.Tech,56.91,7.56,EY
"Bahri, Choudhury and Chacko College",Delhi,A,1181,B.Tech,38.96,3.13,Accenture
Bhandari PLC College,TN,B,3354,MCA,86.04,3.12,Wipro
Batta-Om College,TN,B,2147,B.Sc,51.82,18.77,Accenture
Brahmbhatt LLC College,UP,A,1605,MBA,99.43,13.97,EY
"Pandey, Kurian and Bhatti College",Delhi,C,3697,MBA,54.75,12.08,Accenture
"Hayre, Mammen and Dasgupta College",KA,B,1589,MBA,50.58,6.95,Accenture
Sekhon-Subramaniam College,MH,A,3199,B.Sc,32.88,12.24,Accenture
Narang Group College,WB,A,669,MBA,87.62,5.79,Deloitte
Gulati-Sen College,TN,B,3953,MCA,47.55,12.1,Infosys
"Nath, Bandi and Kanda College",TN,B,4323,B.Sc,83.55,4.06,TCS
Shukla-Nagarajan College,TN,A,656,B.Sc,94.41,8.15,Wipro
Mallick-Rama College,KA,C,690,B.Tech,49.58,19.21,Accenture
Sinha-Thaker College,KA,B,4929,B.Sc,69.4,12.04,Wipro
Hari-Chander College,MH,C,2379,MCA,83.88,6.55,Accenture
"Kulkarni, Andra and Nori College",WB,B,2607,B.Tech,52.5,3.92,Accenture
Saxena Group College,KA,B,694,MCA,43.91,12.84,Deloitte
Krish-Agrawal College,MH,C,4430,B.Sc,32.36,13.95,Accenture
Bala-Nadkarni College,WB,C,1974,B.Tech,57.32,15.45,Infosys
Chada-Loke College,KA,B,3484,MBA,54.83,17.45,Deloitte
Banik PLC College,KA,B,1055,MBA,72.59,15.53,TCS
Palla Group College,KA,A,1771,MCA,50.84,12.58,Accenture
"Nagar, Dhar and Bobal College",TN,A,2684,B.Tech,36.92,18.43,Accenture
"Deshpande, Kuruvilla and Kamdar College",KA,C,4915,MCA,80.41,15.35,Deloitte
Borra LLC College,WB,B,2200,B.Tech,85.23,19.04,EY
"Minhas, Dua and Singh College",MH,C,718,B.Sc,87.44,10.18,TCS
Joshi Ltd College,WB,C,3902,B.Tech,82.01,10.97,Infosys
Yadav-Vaidya College,UP,A,4270,MBA,40.9,5.35,EY
Vaidya-Kakar College,KA,B,3976,MCA,95.89,19.72,EY
"Toor, Shukla and Ratta College",MH,C,1093,B.Sc,59.22,16.12,EY
"Chhabra, Lal and Arya College",KA,C,2583,B.Tech,82.91,17.8,Infosys
"Kalita, Sundaram and Kunda College",KA,B,4167,MBA,44.33,7.43,Wipro
Parsa Inc College,KA,B,3910,MCA,57.98,7.1,Wipro
"Dani, Muni and Aggarwal College",KA,C,1394,B.Tech,51.42,7.68,EY
Sinha-Suri College,Delhi,B,2115,B.Sc,84.78,10.52,Deloitte
Gola Inc College,MH,A,3763,B.Sc,89.7,18.79,Wipro
Nadig PLC College,KA,A,3966,B.Sc,42.71,19.74,Wipro
Chaudhry Inc College,KA,A,4107,MCA,45.73,11.2,Wipro
Jha LLC College,MH,C,839,B.Tech,88.4,5.57,Wipro
Memon-Srivastava College,TN,C,4975,B.Sc,58.37,11.24,Infosys
"Subramanian, Gaba and Zacharia College",UP,A,1761,MCA,86.95,3.34,Infosys
Kaur Ltd College,UP,C,3799,B.Tech,81.97,13.07,Infosys
Karnik PLC College,KA,B,1183,B.Tech,39.15,11.27,Wipro
"Dar, Chahal and Dey College",Delhi,C,804,MBA,57.71,5.29,EY
Cheema Ltd College,WB,C,3819,B.Tech,95.7,12.06,Deloitte
Pandit-Raman College,WB,A,2109,MBA,50.54,12.7,EY
Bansal-Misra College,TN,C,3925,B.Sc,46.5,16.12,EY
"Ravi, Khalsa and Iyengar College",UP,B,3118,B.Tech,94.47,5.52,TCS
"Chowdhury, Din and Sawhney College",Delhi,B,2021,B.Sc,30,3.58,TCS
Wadhwa-Tata College,KA,C,2263,MCA,85.38,16.88,Deloitte
Ram and Sons College,TN,A,1196,B.Tech,56.88,16.63,Deloitte
"Vig, Choudhry and Kalita College",KA,B,2115,B.Sc,64.99,12.28,EY
"Malhotra, Sane and Sharma College",UP,A,2244,B.Sc,43.32,9.48,TCS
Som and Sons College,Delhi,A,2132,MBA,73.95,9.51,Accenture
Thakkar-Saxena College,TN,B,1841,B.Sc,33.63,19.49,Accenture
"Chaudhry, Basak and Doshi College",MH,C,510,B.Tech,72.49,17.32,TCS
"Choudhary, Konda and Thakkar College",KA,A,1458,B.Sc,63.67,15.24,Deloitte
"Bhalla, Pandey and Vyas College",Delhi,B,1423,MBA,58.31,12.67,EY
Chowdhury-Hayre College,KA,A,3281,MBA,82.84,19.9,Wipro
Dayal LLC College,MH,C,1677,B.Sc,37.46,8.94,TCS
Kari PLC College,UP,C,2936,MBA,52.25,17.7,Infosys
Sahota-Bal College,KA,C,2599,MCA,31.28,19.1,Deloitte
Dhillon-Master College,WB,C,1427,B.Sc,40.03,9.68,Deloitte
